141	3
192	3
303	3
381	3
433	3
462	3
706	1
1244	3
1277	3
1404	3
1812	1
1883	1
1917	4
2214	4
2267	1
2353	3
2368	3
2404	3
2494	4
2555	4
2577	4
2627	4
2714	4
2756	4
2789	3
3356	4
3480	1
3508	1
3521	1
3597	1
3611	1
4144	1
4208	1
4986	2
5138	3
5211	3
5219	3
5247	3
5275	3
5482	3
5592	3
5784	3
5824	3
5837	3
5848	3
5938	3
6047	3
6150	3
6205	3
6316	4
6434	3
6495	3
6502	1
6636	3
6640	3
6663	4
6691	3
6759	4
6807	3
6891	3
6993	3
7047	3
7391	4
7561	3
7950	2
8077	3
8356	3
8521	2
8525	2
8613	2
8683	2
8697	2
8707	2
8769	2
9345	1
9449	1
9575	2
9682	2
9749	2
9753	2
10224	4
10456	4
10878	4
10946	4
10962	4
11540	1
11865	1
11934	1
12344	1
12373	1
12435	1
12714	1
12862	1
13088	1
13115	1
13341	1
13374	1
13458	3
13656	1
14298	1
