3	3
4	3
5	4
13	3
14	2
15	3
20	3
26	3
27	3
34	2
42	3
43	3
44	4
45	2
52	3
55	1
60	3
61	1
63	3
68	3
71	4
72	4
76	3
77	2
80	2
82	2
90	3
97	2
98	2
101	3
103	1
105	3
106	2
121	1
123	1
125	4
127	2
128	2
134	1
140	3
143	1
144	1
147	2
149	3
158	2
167	4
169	4
173	3
175	1
179	1
181	4
183	4
184	3
186	1
187	4
188	1
189	3
190	4
191	3
197	1
199	4
200	4
203	4
207	2
209	4
210	1
213	4
217	3
221	3
222	3
225	1
232	3
233	3
234	3
238	3
240	3
243	3
248	3
252	1
254	3
259	3
263	2
264	3
269	3
271	1
275	3
278	4
280	3
284	1
287	3
293	3
294	3
297	1
304	3
305	3
312	4
314	4
317	2
320	2
323	1
324	4
326	1
330	3
331	3
338	3
339	1
342	3
352	4
353	4
354	2
355	1
359	2
361	4
365	1
369	2
371	4
372	3
373	2
375	1
378	1
384	1
386	3
390	4
392	2
393	1
394	1
399	2
400	4
406	3
408	3
410	1
416	4
417	3
420	1
424	1
428	2
429	2
435	4
436	4
438	2
442	1
446	2
448	4
455	1
456	2
457	1
463	1
469	4
471	2
478	4
479	2
486	1
491	4
495	2
503	2
508	1
516	2
519	1
522	4
523	3
537	1
538	4
540	2
541	2
545	4
549	3
554	2
558	3
561	2
563	2
564	2
566	3
568	2
570	1
583	2
584	2
593	2
607	4
611	1
612	4
619	2
622	2
634	1
637	3
645	1
646	4
649	3
655	1
657	1
659	4
662	3
667	1
673	1
675	1
677	2
680	2
683	4
684	4
687	1
688	4
692	3
696	1
702	3
707	1
712	4
714	1
719	4
722	1
723	1
731	3
737	3
741	4
747	1
748	1
752	1
757	1
762	1
765	1
770	4
774	1
776	1
778	1
779	3
781	1
783	1
788	1
790	2
794	2
795	1
798	1
808	3
812	3
813	2
821	1
823	1
825	2
826	2
828	1
830	1
832	1
836	2
839	4
842	1
856	1
859	1
862	3
863	3
866	3
875	3
876	2
878	1
880	1
885	1
